STOP_NAME,ID_REFA_LDA,CAT_DAY,HOUR,PCT_CHECKINS_s1,PCT_CHECKINS_s2,PCT_CHECKINS_mean
SIMPLON,71556.0,SAVS,16.0,7.26,6.76,7.01
SOLFERINO,71270.0,DIJFP,10.0,3.41,3.15,3.2800000000000002
SOLFERINO,71270.0,DIJFP,11.0,4.41,4.51,4.46
SOLFERINO,71270.0,DIJFP,15.0,7.66,8.46,8.06
SOLFERINO,71270.0,DIJFP,18.0,12.41,10.94,11.675
SOLFERINO,71270.0,DIJFP,19.0,8.07,5.98,7.025
SOLFERINO,71270.0,JOHV,0.0,0.51,0.48,0.495
SOLFERINO,71270.0,JOHV,19.0,9.51,9.27,9.39
SOLFERINO,71270.0,JOHV,20.0,4.6,4.59,4.595
SOLFERINO,71270.0,JOHV,2.0,0.0,0.01,0.005
SOLFERINO,71270.0,JOHV,4.0,0.0,0.0,0.0
SOLFERINO,71270.0,JOHV,6.0,0.7,0.86,0.78
SOLFERINO,71270.0,JOHV,9.0,4.55,4.99,4.77
SOLFERINO,71270.0,JOVS,14.0,4.95,4.66,4.805
SOLFERINO,71270.0,JOVS,1.0,0.06,0.06,0.06
SOLFERINO,71270.0,JOVS,20.0,4.33,4.66,4.495
SOLFERINO,71270.0,JOVS,22.0,1.81,1.74,1.775
SOLFERINO,71270.0,JOVS,2.0,0.0,0.0,0.0
SOLFERINO,71270.0,JOVS,6.0,0.8,0.74,0.77
SOLFERINO,71270.0,SAHV,0.0,2.15,2.08,2.115
SOLFERINO,71270.0,SAHV,16.0,8.69,9.18,8.934999999999999
SOLFERINO,71270.0,SAHV,7.0,1.57,1.65,1.6099999999999999
SOLFERINO,71270.0,SAVS,20.0,5.56,4.18,4.869999999999999
SOLFERINO,71270.0,SAVS,5.0,0.68,0.77,0.7250000000000001
STALINGRAD,71961.0,DIJFP,11.0,4.91,5.34,5.125
STALINGRAD,71961.0,JOHV,0.0,1.02,0.7,0.86
STALINGRAD,71961.0,JOHV,11.0,4.31,4.32,4.3149999999999995
STALINGRAD,71961.0,JOHV,12.0,4.99,5.12,5.055
STALINGRAD,71961.0,JOHV,14.0,4.93,4.93,4.93
STALINGRAD,71961.0,JOHV,3.0,0.0,0.0,0.0
STALINGRAD,71961.0,JOHV,5.0,0.98,1.0,0.99
STALINGRAD,71961.0,JOVS,11.0,4.3,4.42,4.359999999999999
STALINGRAD,71961.0,JOVS,17.0,10.06,10.04,10.05
STALINGRAD,71961.0,JOVS,19.0,6.67,6.78,6.725
STALINGRAD,71961.0,JOVS,20.0,4.46,4.6,4.529999999999999
STALINGRAD,71961.0,JOVS,23.0,1.7,1.78,1.74
STALINGRAD,71961.0,JOVS,8.0,8.26,7.54,7.9
STALINGRAD,71961.0,SAHV,10.0,5.01,4.95,4.98
STALINGRAD,71961.0,SAHV,13.0,6.97,7.37,7.17
STALINGRAD,71961.0,SAHV,1.0,1.3,1.08,1.19
STALINGRAD,71961.0,SAHV,23.0,2.84,2.12,2.48
STALINGRAD,71961.0,SAHV,2.0,0.06,0.07,0.065
STALINGRAD,71961.0,SAHV,6.0,1.21,1.25,1.23
STALINGRAD,71961.0,SAHV,7.0,2.26,2.4,2.33
STALINGRAD,71961.0,SAVS,10.0,4.86,5.07,4.965
STALINGRAD,71961.0,SAVS,1.0,1.35,0.97,1.1600000000000001
STALINGRAD,71961.0,SAVS,8.0,2.69,2.92,2.8049999999999997
STALINGRAD,71961.0,SAVS,9.0,3.7,3.6,3.6500000000000004
STRASBOURG-SAINT-DENIS,73633.0,DIJFP,0.0,1.82,1.84,1.83
STRASBOURG-SAINT-DENIS,73633.0,DIJFP,22.0,4.42,4.7,4.5600000000000005
STRASBOURG-SAINT-DENIS,73633.0,DIJFP,6.0,0.98,0.97,0.975
STRASBOURG-SAINT-DENIS,73633.0,JOHV,11.0,3.17,3.23,3.2
STRASBOURG-SAINT-DENIS,73633.0,JOHV,13.0,5.07,5.34,5.205
STRASBOURG-SAINT-DENIS,73633.0,JOHV,19.0,10.75,9.93,10.34
STRASBOURG-SAINT-DENIS,73633.0,JOHV,2.0,0.03,0.01,0.02
STRASBOURG-SAINT-DENIS,73633.0,JOHV,3.0,0.0,0.0,0.0
STRASBOURG-SAINT-DENIS,73633.0,JOVS,0.0,2.01,1.9,1.9549999999999998
STRASBOURG-SAINT-DENIS,73633.0,JOVS,10.0,2.9,2.96,2.9299999999999997
STRASBOURG-SAINT-DENIS,73633.0,JOVS,3.0,0.0,0.0,0.0
STRASBOURG-SAINT-DENIS,73633.0,JOVS,5.0,0.28,0.32,0.30000000000000004
STRASBOURG-SAINT-DENIS,73633.0,SAHV,0.0,3.88,4.22,4.05
STRASBOURG-SAINT-DENIS,73633.0,SAHV,10.0,3.12,3.07,3.0949999999999998
STRASBOURG-SAINT-DENIS,73633.0,SAHV,4.0,0.0,0.01,0.005
STRASBOURG-SAINT-DENIS,73633.0,SAHV,5.0,0.55,0.54,0.545
STRASBOURG-SAINT-DENIS,73633.0,SAVS,15.0,7.46,7.94,7.7
STRASBOURG-SAINT-DENIS,73633.0,SAVS,18.0,8.78,8.61,8.695
STRASBOURG-SAINT-DENIS,73633.0,SAVS,2.0,0.03,0.02,0.025
STRASBOURG-SAINT-DENIS,73633.0,SAVS,3.0,0.0,0.0,0.0
STRASBOURG-SAINT-DENIS,73633.0,SAVS,5.0,0.56,0.52,0.54
BOISSIERE,71301.0,DIJFP,0.0,0.98,0.82,0.8999999999999999
BOISSIERE,71301.0,DIJFP,10.0,4.36,5.08,4.720000000000001
BOISSIERE,71301.0,DIJFP,18.0,11.07,8.77,9.92
BOISSIERE,71301.0,DIJFP,20.0,5.08,4.76,4.92
BOISSIERE,71301.0,JOHV,1.0,0.06,0.06,0.06
BOISSIERE,71301.0,JOHV,21.0,2.29,2.24,2.265
BOISSIERE,71301.0,JOVS,0.0,0.49,0.63,0.56
BOISSIERE,71301.0,JOVS,11.0,3.57,3.57,3.57
BOISSIERE,71301.0,JOVS,18.0,16.12,15.75,15.935
BOISSIERE,71301.0,JOVS,23.0,1.13,1.43,1.2799999999999998
BOISSIERE,71301.0,SAHV,15.0,7.59,6.54,7.0649999999999995
BOISSIERE,71301.0,SAHV,21.0,3.27,3.6,3.435
BOISSIERE,71301.0,SAHV,22.0,2.97,2.78,2.875
BOISSIERE,71301.0,SAHV,4.0,0.0,,0.0
BOISSIERE,71301.0,SAHV,9.0,4.57,4.8,4.6850000000000005
BOISSIERE,71301.0,SAVS,12.0,7.42,7.07,7.245
BOISSIERE,71301.0,SAVS,17.0,7.7,8.05,7.875
BOISSIERE,71301.0,SAVS,18.0,7.59,7.51,7.55
BOISSIERE,71301.0,SAVS,20.0,5.05,5.09,5.07
BOISSIERE,71301.0,SAVS,23.0,3.04,3.25,3.145
BOISSIERE,71301.0,SAVS,8.0,3.18,3.63,3.4050000000000002
SULLY-MORLAND,71201.0,DIJFP,10.0,4.02,3.8,3.9099999999999997
SULLY-MORLAND,71201.0,DIJFP,20.0,6.14,5.76,5.949999999999999
SULLY-MORLAND,71201.0,DIJFP,2.0,0.03,0.02,0.025
SULLY-MORLAND,71201.0,DIJFP,3.0,0.0,0.0,0.0
SULLY-MORLAND,71201.0,DIJFP,4.0,0.01,0.01,0.01
SULLY-MORLAND,71201.0,DIJFP,6.0,0.66,0.85,0.755
SULLY-MORLAND,71201.0,JOHV,15.0,5.88,5.86,5.87
SULLY-MORLAND,71201.0,JOVS,13.0,4.98,4.59,4.785
SULLY-MORLAND,71201.0,JOVS,18.0,9.37,9.59,9.48
SULLY-MORLAND,71201.0,JOVS,1.0,0.57,0.53,0.55
SULLY-MORLAND,71201.0,JOVS,2.0,0.02,0.02,0.02
SULLY-MORLAND,71201.0,JOVS,9.0,9.2,8.38,8.79
SULLY-MORLAND,71201.0,SAHV,14.0,5.28,5.08,5.18
SULLY-MORLAND,71201.0,SAHV,16.0,6.87,7.45,7.16
SULLY-MORLAND,71201.0,SAHV,2.0,0.14,0.11,0.125
SULLY-MORLAND,71201.0,SAHV,3.0,0.0,0.01,0.005
SULLY-MORLAND,71201.0,SAVS,14.0,5.59,5.51,5.55
SULLY-MORLAND,71201.0,SAVS,16.0,7.26,7.44,7.35
SULLY-MORLAND,71201.0,SAVS,3.0,0.01,,0.01
SULLY-MORLAND,71201.0,SAVS,5.0,0.52,0.59,0.5549999999999999
TELEGRAPHE,71870.0,DIJFP,12.0,7.54,7.77,7.654999999999999
TELEGRAPHE,71870.0,DIJFP,13.0,7.46,7.81,7.635
TELEGRAPHE,71870.0,DIJFP,15.0,7.76,8.62,8.19
TELEGRAPHE,71870.0,DIJFP,18.0,6.88,6.47,6.675
TELEGRAPHE,71870.0,DIJFP,2.0,0.0,0.01,0.005
TELEGRAPHE,71870.0,DIJFP,9.0,5.8,5.72,5.76
TELEGRAPHE,71870.0,JOHV,15.0,4.23,4.31,4.27
TELEGRAPHE,71870.0,JOHV,17.0,6.39,6.71,6.55
TELEGRAPHE,71870.0,JOHV,23.0,0.85,0.72,0.7849999999999999
TELEGRAPHE,71870.0,JOHV,2.0,0.01,0.0,0.005
TELEGRAPHE,71870.0,JOHV,4.0,0.0,0.0,0.0
TELEGRAPHE,71870.0,JOVS,0.0,0.32,0.54,0.43000000000000005
TELEGRAPHE,71870.0,JOVS,19.0,4.59,4.35,4.47
TELEGRAPHE,71870.0,JOVS,2.0,0.01,0.01,0.01
TELEGRAPHE,71870.0,JOVS,7.0,7.44,7.66,7.550000000000001
TELEGRAPHE,71870.0,JOVS,8.0,16.82,15.75,16.285
TELEGRAPHE,71870.0,SAHV,0.0,1.57,1.62,1.5950000000000002
TELEGRAPHE,71870.0,SAHV,16.0,6.67,7.09,6.88
TELEGRAPHE,71870.0,SAHV,20.0,4.59,4.8,4.695
TELEGRAPHE,71870.0,SAHV,23.0,1.92,1.73,1.825
TELEGRAPHE,71870.0,SAHV,6.0,2.25,2.02,2.135
TELEGRAPHE,71870.0,SAHV,8.0,4.85,4.61,4.73
TELEGRAPHE,71870.0,SAVS,11.0,6.59,6.85,6.72
TELEGRAPHE,71870.0,SAVS,15.0,7.6,7.51,7.555
TELEGRAPHE,71870.0,SAVS,17.0,7.21,7.19,7.2
TELEGRAPHE,71870.0,SAVS,19.0,5.98,5.75,5.865
TELEGRAPHE,71870.0,SAVS,22.0,2.41,2.22,2.3150000000000004
TEMPLE,71296.0,DIJFP,14.0,7.0,7.64,7.32
TEMPLE,71296.0,DIJFP,15.0,8.89,9.16,9.025
TEMPLE,71296.0,DIJFP,5.0,0.23,0.29,0.26
TEMPLE,71296.0,DIJFP,6.0,0.5,0.48,0.49
TEMPLE,71296.0,JOHV,12.0,5.17,5.54,5.355
TEMPLE,71296.0,JOHV,13.0,6.27,6.4,6.335
TEMPLE,71296.0,JOHV,14.0,5.12,4.92,5.02
TEMPLE,71296.0,JOHV,20.0,4.98,4.77,4.875
TEMPLE,71296.0,JOHV,21.0,3.04,2.99,3.015
TEMPLE,71296.0,JOVS,10.0,3.74,3.74,3.74
TEMPLE,71296.0,JOVS,12.0,4.83,5.02,4.925
TEMPLE,71296.0,JOVS,19.0,9.03,8.65,8.84
RICHELIEU-DROUOT,71330.0,SAHV,2.0,0.03,0.02,0.025
RICHELIEU-DROUOT,71330.0,SAHV,6.0,0.6,0.75,0.675
RICHELIEU-DROUOT,71330.0,SAHV,7.0,1.02,2.07,1.545
RICHELIEU-DROUOT,71330.0,SAVS,0.0,5.42,4.57,4.995
RICHELIEU-DROUOT,71330.0,SAVS,12.0,4.16,4.54,4.35
RICHELIEU-DROUOT,71330.0,SAVS,19.0,7.71,7.7,7.705
RICHELIEU-DROUOT,71330.0,SAVS,21.0,5.59,5.61,5.6
RICHELIEU-DROUOT,71330.0,SAVS,22.0,6.17,5.96,6.0649999999999995
RICHELIEU-DROUOT,71330.0,SAVS,9.0,2.01,2.11,2.0599999999999996
RIQUET,71977.0,DIJFP,0.0,0.79,0.68,0.7350000000000001
RIQUET,71977.0,DIJFP,16.0,7.85,8.12,7.984999999999999
RIQUET,71977.0,DIJFP,17.0,8.76,8.37,8.565
RIQUET,71977.0,DIJFP,4.0,0.01,0.0,0.005
RIQUET,71977.0,DIJFP,9.0,5.41,5.38,5.395
RIQUET,71977.0,JOHV,12.0,4.37,4.4,4.385
RIQUET,71977.0,JOHV,13.0,5.52,5.41,5.465
RIQUET,71977.0,JOHV,15.0,4.88,4.97,4.925
RIQUET,71977.0,JOHV,18.0,7.24,6.82,7.03
RIQUET,71977.0,JOHV,4.0,0.0,0.0,0.0
RIQUET,71977.0,JOVS,16.0,7.04,6.84,6.9399999999999995
RIQUET,71977.0,JOVS,5.0,1.36,1.59,1.475
RIQUET,71977.0,SAHV,16.0,7.44,7.62,7.53
RIQUET,71977.0,SAHV,19.0,6.74,6.19,6.465
RIQUET,71977.0,SAHV,20.0,4.77,4.86,4.8149999999999995
RIQUET,71977.0,SAHV,21.0,3.12,3.2,3.16
RIQUET,71977.0,SAHV,2.0,0.04,0.05,0.045
RIQUET,71977.0,SAVS,15.0,7.86,7.62,7.74
RIQUET,71977.0,SAVS,20.0,4.82,4.65,4.735
RIQUET,71977.0,SAVS,5.0,0.88,1.02,0.95
RIQUET,71977.0,SAVS,6.0,1.66,1.91,1.785
RIQUET,71977.0,SAVS,9.0,4.93,5.22,5.074999999999999
BILLANCOURT,71034.0,DIJFP,0.0,0.82,0.71,0.7649999999999999
BILLANCOURT,71034.0,DIJFP,15.0,7.05,8.01,7.529999999999999
BILLANCOURT,71034.0,DIJFP,23.0,1.66,1.82,1.74
BILLANCOURT,71034.0,DIJFP,5.0,0.73,0.87,0.8
BILLANCOURT,71034.0,DIJFP,9.0,5.04,5.25,5.145
BILLANCOURT,71034.0,JOHV,17.0,11.94,12.59,12.265
BILLANCOURT,71034.0,JOHV,1.0,0.07,0.06,0.065
BILLANCOURT,71034.0,JOHV,21.0,1.54,1.43,1.4849999999999999
BILLANCOURT,71034.0,JOHV,4.0,0.01,0.0,0.005
BILLANCOURT,71034.0,JOHV,5.0,0.53,0.59,0.56
BILLANCOURT,71034.0,JOHV,7.0,5.78,6.31,6.045
BILLANCOURT,71034.0,JOHV,8.0,13.13,13.27,13.2
BILLANCOURT,71034.0,JOHV,9.0,6.19,6.24,6.215
BILLANCOURT,71034.0,JOVS,13.0,3.4,3.27,3.335
BILLANCOURT,71034.0,JOVS,14.0,3.37,3.66,3.515
BILLANCOURT,71034.0,JOVS,21.0,1.54,1.48,1.51
BILLANCOURT,71034.0,JOVS,8.0,11.97,11.87,11.92
BILLANCOURT,71034.0,SAHV,0.0,2.22,1.73,1.975
BILLANCOURT,71034.0,SAHV,13.0,6.26,6.47,6.365
BILLANCOURT,71034.0,SAHV,15.0,7.42,7.28,7.35
BILLANCOURT,71034.0,SAHV,16.0,7.29,7.31,7.3
BILLANCOURT,71034.0,SAHV,2.0,0.11,0.11,0.11
BILLANCOURT,71034.0,SAHV,6.0,1.3,1.38,1.3399999999999999
BILLANCOURT,71034.0,SAHV,7.0,3.63,3.91,3.77
BILLANCOURT,71034.0,SAVS,10.0,5.34,6.05,5.695
BILLANCOURT,71034.0,SAVS,13.0,6.4,6.02,6.21
BILLANCOURT,71034.0,SAVS,17.0,6.8,7.01,6.904999999999999
BILLANCOURT,71034.0,SAVS,19.0,7.46,6.67,7.0649999999999995
BILLANCOURT,71034.0,SAVS,6.0,1.31,1.73,1.52
BILLANCOURT,71034.0,SAVS,7.0,3.0,3.29,3.145
ROBESPIERRE,71725.0,DIJFP,18.0,9.07,7.87,8.47
ROBESPIERRE,71725.0,DIJFP,5.0,0.85,0.86,0.855
ROBESPIERRE,71725.0,JOHV,14.0,5.02,5.05,5.035
ROBESPIERRE,71725.0,JOHV,16.0,8.49,8.63,8.56
ROBESPIERRE,71725.0,JOHV,20.0,3.58,3.41,3.495
ROBESPIERRE,71725.0,JOHV,21.0,2.0,2.09,2.045
ROBESPIERRE,71725.0,JOHV,4.0,0.0,0.0,0.0
ROBESPIERRE,71725.0,JOHV,6.0,2.47,2.55,2.51
ROBESPIERRE,71725.0,JOHV,7.0,5.37,5.43,5.4
ROBESPIERRE,71725.0,JOVS,20.0,3.76,3.66,3.71
ROBESPIERRE,71725.0,JOVS,22.0,1.53,1.78,1.655
ROBESPIERRE,71725.0,JOVS,2.0,0.01,0.01,0.01
ROBESPIERRE,71725.0,JOVS,5.0,1.1,1.38,1.24
ROBESPIERRE,71725.0,SAHV,12.0,6.41,6.99,6.7
ROBESPIERRE,71725.0,SAHV,17.0,8.12,8.67,8.395
ROBESPIERRE,71725.0,SAHV,19.0,7.16,6.75,6.955
ROBESPIERRE,71725.0,SAHV,5.0,0.73,0.8,0.765
ROBESPIERRE,71725.0,SAVS,0.0,1.6,1.29,1.445
ROBESPIERRE,71725.0,SAVS,14.0,7.7,7.77,7.734999999999999
ROBESPIERRE,71725.0,SAVS,1.0,0.76,0.54,0.65
ROBESPIERRE,71725.0,SAVS,23.0,2.08,2.16,2.12
ROBESPIERRE,71725.0,SAVS,5.0,0.75,0.89,0.8200000000000001
ROBESPIERRE,71725.0,SAVS,9.0,4.43,4.16,4.295
ROME,71408.0,DIJFP,0.0,1.24,1.28,1.26
ROME,71408.0,DIJFP,11.0,6.11,7.12,6.615
ROME,71408.0,DIJFP,19.0,7.16,6.62,6.890000000000001
ROME,71408.0,DIJFP,23.0,2.98,2.98,2.98
ROME,71408.0,DIJFP,2.0,0.01,0.0,0.005
ROME,71408.0,DIJFP,4.0,0.01,0.01,0.01
ROME,71408.0,JOHV,10.0,3.48,3.55,3.5149999999999997
ROME,71408.0,JOHV,12.0,4.93,5.11,5.02
ROME,71408.0,JOHV,23.0,2.24,2.17,2.205
ROME,71408.0,JOHV,2.0,0.0,0.0,0.0
ROME,71408.0,JOHV,9.0,9.26,8.99,9.125
ROME,71408.0,JOVS,17.0,8.23,8.72,8.475000000000001
ROME,71408.0,JOVS,3.0,0.0,0.0,0.0
ROME,71408.0,JOVS,5.0,0.25,0.33,0.29000000000000004
ROME,71408.0,JOVS,7.0,3.45,3.41,3.43
ROME,71408.0,SAHV,13.0,6.31,6.64,6.475
ROME,71408.0,SAHV,15.0,7.35,7.12,7.234999999999999
ROME,71408.0,SAHV,17.0,6.76,7.44,7.1
ROME,71408.0,SAHV,19.0,6.76,7.21,6.984999999999999
ROME,71408.0,SAHV,1.0,1.1,1.05,1.0750000000000002
ROME,71408.0,SAHV,2.0,0.02,0.03,0.025
ROME,71408.0,SAHV,8.0,3.05,3.01,3.03
ROME,71408.0,SAHV,9.0,4.24,4.12,4.18
ROME,71408.0,SAVS,16.0,7.23,6.94,7.085000000000001
ROME,71408.0,SAVS,7.0,1.45,1.75,1.6
BIR-HAKEIM (GRENELLE),71219.0,DIJFP,18.0,11.31,9.46,10.385000000000002
BIR-HAKEIM (GRENELLE),71219.0,DIJFP,20.0,5.79,5.78,5.785
BIR-HAKEIM (GRENELLE),71219.0,DIJFP,22.0,4.25,4.75,4.5
BIR-HAKEIM (GRENELLE),71219.0,JOHV,23.0,3.12,2.31,2.715
BIR-HAKEIM (GRENELLE),71219.0,JOVS,0.0,1.36,2.16,1.7600000000000002
BIR-HAKEIM (GRENELLE),71219.0,JOVS,12.0,4.31,4.47,4.39
BIR-HAKEIM (GRENELLE),71219.0,JOVS,7.0,2.18,1.91,2.045
BIR-HAKEIM (GRENELLE),71219.0,SAHV,0.0,4.66,2.91,3.785
BIR-HAKEIM (GRENELLE),71219.0,SAHV,10.0,3.62,3.49,3.555
BIR-HAKEIM (GRENELLE),71219.0,SAHV,14.0,6.1,6.68,6.39
BIR-HAKEIM (GRENELLE),71219.0,SAHV,19.0,7.94,7.9,7.92
BIR-HAKEIM (GRENELLE),71219.0,SAVS,21.0,5.41,4.6,5.005
BIR-HAKEIM (GRENELLE),71219.0,SAVS,6.0,0.71,0.76,0.735
BIR-HAKEIM (GRENELLE),71219.0,SAVS,7.0,1.07,1.15,1.1099999999999999
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,DIJFP,16.0,8.24,7.33,7.785
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,DIJFP,17.0,9.35,7.08,8.215
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,DIJFP,22.0,2.27,3.7,2.9850000000000003
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,DIJFP,23.0,1.87,3.27,2.5700000000000003
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,DIJFP,2.0,0.01,0.02,0.015
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,DIJFP,9.0,5.31,4.77,5.039999999999999
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,JOHV,17.0,11.4,11.92,11.66
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,JOHV,3.0,0.0,0.0,0.0
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,JOHV,5.0,0.39,0.4,0.395
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,JOVS,12.0,5.86,5.24,5.550000000000001
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,JOVS,22.0,1.56,1.5,1.53
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,SAHV,0.0,1.48,1.75,1.615
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,SAHV,2.0,0.06,0.04,0.05
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,SAHV,6.0,0.87,0.96,0.915
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,SAVS,0.0,1.8,1.38,1.5899999999999999
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,SAVS,5.0,0.54,0.69,0.615
RUE DE LA POMPE (AVENUE GEORGES MANDEL),71292.0,SAVS,9.0,5.21,5.42,5.3149999999999995
RUE DU BAC,71227.0,DIJFP,0.0,1.05,1.5,1.275
RUE DU BAC,71227.0,DIJFP,12.0,8.07,8.16,8.115
RUE DU BAC,71227.0,DIJFP,21.0,2.97,2.9,2.935
RUE DU BAC,71227.0,DIJFP,22.0,2.5,2.89,2.6950000000000003
RUE DU BAC,71227.0,JOHV,10.0,2.87,2.94,2.9050000000000002
RUE DU BAC,71227.0,JOHV,13.0,5.0,4.97,4.984999999999999
RUE DU BAC,71227.0,JOHV,17.0,12.77,12.96,12.865
RUE DU BAC,71227.0,JOHV,19.0,11.93,11.44,11.684999999999999
RUE DU BAC,71227.0,JOHV,23.0,1.43,1.6,1.5150000000000001
RUE DU BAC,71227.0,JOVS,12.0,5.53,5.58,5.555
RUE DU BAC,71227.0,JOVS,21.0,3.44,2.25,2.8449999999999998
RUE DU BAC,71227.0,JOVS,22.0,2.0,2.0,2.0
RUE DU BAC,71227.0,JOVS,2.0,0.0,0.0,0.0
RUE DU BAC,71227.0,JOVS,4.0,0.0,0.0,0.0
RUE DU BAC,71227.0,JOVS,7.0,1.39,1.53,1.46
RUE DU BAC,71227.0,SAHV,14.0,7.1,6.92,7.01
RUE DU BAC,71227.0,SAHV,18.0,10.78,11.06,10.92
RUE DU BAC,71227.0,SAHV,5.0,0.26,0.28,0.27
RUE DU BAC,71227.0,SAHV,9.0,2.72,2.66,2.6900000000000004
RUE DU BAC,71227.0,SAVS,12.0,6.16,6.23,6.195
RUE DU BAC,71227.0,SAVS,23.0,2.54,2.59,2.565
RUE DU BAC,71227.0,SAVS,9.0,2.84,2.9,2.87
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,DIJFP,0.0,2.58,2.47,2.5250000000000004
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,DIJFP,15.0,7.16,8.69,7.925
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,DIJFP,16.0,7.62,9.0,8.31
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,DIJFP,22.0,5.58,5.54,5.5600000000000005
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,DIJFP,4.0,0.01,0.0,0.005
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,DIJFP,7.0,1.35,1.35,1.35
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,JOHV,11.0,2.53,2.55,2.54
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,JOHV,18.0,17.18,16.98,17.08
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,JOVS,0.0,2.24,2.35,2.295
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,JOVS,12.0,4.82,4.77,4.795
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,JOVS,23.0,4.53,4.24,4.385
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAHV,12.0,3.97,4.04,4.005
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAHV,15.0,6.87,7.41,7.140000000000001
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAHV,18.0,8.22,8.17,8.195
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAHV,20.0,5.99,5.71,5.85
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAHV,2.0,0.05,0.06,0.055
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAHV,6.0,0.91,0.75,0.8300000000000001
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAHV,7.0,0.9,1.03,0.9650000000000001
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAVS,0.0,7.49,6.19,6.84
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAVS,15.0,6.68,7.22,6.949999999999999
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAVS,19.0,7.01,7.01,7.01
GRANDS BOULEVARDS (RUE MONTMARTRE),71326.0,SAVS,1.0,4.77,3.54,4.154999999999999
SAINT-AMBROISE,71781.0,DIJFP,10.0,5.15,5.22,5.1850000000000005
SAINT-AMBROISE,71781.0,DIJFP,2.0,0.03,0.02,0.025
SAINT-AMBROISE,71781.0,DIJFP,6.0,1.1,1.05,1.0750000000000002
SAINT-AMBROISE,71781.0,DIJFP,9.0,5.03,4.19,4.61
SAINT-AMBROISE,71781.0,JOHV,0.0,0.91,0.9,0.905
SAINT-AMBROISE,71781.0,JOHV,11.0,3.49,3.56,3.5250000000000004
SAINT-AMBROISE,71781.0,JOHV,12.0,4.53,4.64,4.585
SAINT-AMBROISE,71781.0,JOHV,4.0,0.0,0.0,0.0
SAINT-AMBROISE,71781.0,JOHV,7.0,4.75,4.84,4.795
SAINT-AMBROISE,71781.0,JOHV,9.0,10.06,9.95,10.004999999999999
SAINT-AMBROISE,71781.0,JOVS,10.0,3.95,4.21,4.08
SAINT-AMBROISE,71781.0,JOVS,11.0,3.73,4.05,3.8899999999999997
SAINT-AMBROISE,71781.0,JOVS,18.0,10.8,10.32,10.56
SAINT-AMBROISE,71781.0,JOVS,19.0,7.49,7.07,7.28
SAINT-AMBROISE,71781.0,JOVS,22.0,1.95,2.05,2.0
SAINT-AMBROISE,71781.0,JOVS,7.0,3.66,4.0,3.83
SAINT-AMBROISE,71781.0,SAHV,1.0,1.79,1.61,1.7000000000000002
SAINT-AMBROISE,71781.0,SAHV,23.0,3.25,3.12,3.185
SAINT-AMBROISE,71781.0,SAVS,10.0,4.86,5.3,5.08
SAINT-AMBROISE,71781.0,SAVS,15.0,7.58,8.03,7.805
SAINT-AMBROISE,71781.0,SAVS,17.0,7.97,7.87,7.92
SAINT-AMBROISE,71781.0,SAVS,19.0,8.13,7.11,7.620000000000001
SAINT-AMBROISE,71781.0,SAVS,2.0,0.02,0.07,0.045000000000000005
SAINT-AMBROISE,71781.0,SAVS,7.0,1.64,2.0,1.8199999999999998
